hbzId	zdbId
HT015595626	2435821-6
HT014578398	2212076-2
HT015595969	2436192-6
HT016187293	2530114-7
HT015594905	2434971-9
HT014540878	2208339-X
HT013523578	2094986-8
HT015595061	2435174-X
HT015595210	2435326-7
HT013524313	2095739-7
HT019126004	2871558-5
HT019126008	2871565-2
HT016017594	2508305-3
HT013523905	2095315-X
HT019125950	2871511-1
HT013524095	2095511-X
HT016320515	2547920-9
HT016320714	2548147-2
HT018539598	2810140-6
HT016321023	2548489-8
HT013475941	2089754-6
HT016321046	2548512-X
HT014985755	2268019-6
HT018539605	2810135-2
HT013524264	2095686-1
HT013524265	2095687-3
HT013524270	2095692-7
HT016941988	2623792-1
HT016942181	2623994-2
HT018539650	2810172-8
HT016942654	2624506-1
HT015603186	2436908-1
HT012981775	2005433-6
HT018636026	2820604-6
HT016187769	2530664-9
HT016187773	2530669-8
HT013831321	2124445-5
HT015603206	2436570-1
HT012981852	2005512-2
HT016187782	2530678-9
HT013831324	2124448-0
HT015603220	2437224-9
HT012982031	2005697-7
HT018539612	2810139-X
HT018539617	2810119-4
HT015603245	2436216-5
HT018539697	2810223-X
HT015603273	2436245-1
HT018636377	2820672-1
HT018539715	2810244-7
HT015603326	2436302-9
HT015603358	2436334-0
HT018539623	2810143-1
HT014977931	2267183-3
HT014977935	2267188-2
HT014977946	2267199-7
HT013784174	2118315-6
HT014978267	2267532-2
HT018206496	2762966-1
HT015594806	2434869-7
HT015594812	2434875-2
HT015594814	2434877-6
HT016017373	2508072-6
HT015594920	2434987-2
HT015594927	2434994-X
HT015595218	2435334-6
HT015595221	2435338-3
HT015595228	2435345-0
HT018638913	2820951-5
HT016894047	2617427-3
HT016894130	2617516-2
HT016894356	2617752-3
HT019126067	2871590-1
HT016196764	2531841-X
HT016196910	2532001-4
HT019126110	2871608-5
HT016197113	2532213-8
HT018637933	2820794-4
HT013830871	2123993-9
HT016265117	2542557-2
HT018539637	2810160-1
HT013831167	2124290-2
HT016942208	2624022-1
HT014986585	2268875-4
HT013831182	2124305-0
HT018539621	2810141-8
HT013831539	2124667-1
HT018539683	2810205-8
HT016942467	2624308-8
HT018539645	2810168-6
HT016942669	2624521-8
HT012982202	2005872-X
HT013783728	2117863-X
HT015594746	2435516-1
HT015594756	2435900-2
HT015594760	2435701-7
HT013831014	2124136-3
HT018555209	2812426-1
HT018539635	2810157-1
HT015595355	2435502-1
HT012982691	2006395-7
HT014977943	2267196-1
HT015595628	2435823-X
HT014977962	2267215-1
HT014977971	2267224-2
HT018539743	2810267-8
HT014978070	2267326-X
HT015595943	2436166-5
HT015595950	2436173-2
HT013831443	2124570-8
HT016187318	2530142-1
HT016187751	2530645-5
HT016187757	2530651-0
HT018555267	2812482-0
HT018555276	2812491-1
HT018206495	2762965-X
HT016188340	2531307-1
HT014977927	2267179-1
HT014978064	2267320-9
HT018637960	2820825-0
HT013523871	2095280-6
HT018207690	2763012-2
HT013523916	2095326-4
HT019125953	2871510-X
HT019125991	2871543-3
HT018637512	2820751-8
HT016847351	439281-4
HT019126219	2871621-8
HT016941986	2623790-8
HT016016960	2507614-0
HT016942353	2624183-3
HT016942360	2624191-2
HT014986041	2268311-2
HT019203723	2879655-X
HT014986219	2268499-2
HT016942541	2624386-6
HT016942644	2624496-2
HT012981762	2005418-X
HT012981850	2005510-9
HT012981851	2005511-0
HT016188132	2531069-0
HT016188334	2531301-0
HT013831528	2124656-7
HT012930935	2040290-9
HT016320506	2547911-8
HT013783606	2117741-7
HT012982269	2005942-5
HT016320709	2548141-1
HT018539604	2810155-8
HT012982456	2006142-0
HT013831028	2124150-8
HT019204029	2879579-9
HT013784029	2118167-6
HT019204041	2879578-7
HT015595022	2435100-3
HT018555275	2812488-1
HT014978403	2267672-7
HT014978405	2267674-0
HT014985941	2268209-0
HT018392033	2785507-7
HT013831549	2124677-4
HT016320565	2547975-1
HT013523975	2095386-0
HT012982963	2006677-6
HT013523976	2095387-2
HT013523982	2095393-8
HT018393407	2785617-3
HT018393073	2785566-1
HT021706970	3146334-4
HT016017610	2508323-5
HT021683892	3143307-8
HT021683893	3143305-4
HT021683899	3143287-6
HT018210301	2763331-7
HT013476000	2089817-4
HT016196507	2531496-8
HT016196512	2531502-X
HT016196516	2531506-7
HT016196624	2531659-X
HT018555234	2812457-1
HT013831046	2124168-5
HT016893624	2616973-3
HT016893631	2616980-0
HT012872217	2006823-2
HT018207718	2762981-8
HT016893793	2617147-8
HT016893796	2617150-8
HT013783557	2096204-6
HT018207747	2763068-7
HT018207963	2763287-8
HT016894211	2617601-4
HT016853511	2612282-0
HT015594912	2434979-3
HT015595051	2435164-7
HT016320830	2548272-5
HT016894355	2617751-1
HT016017109	2507767-3
HT014985795	2268060-3
HT013523596	2095004-4
HT013524154	2095570-4
HT012981946	2005610-2
HT013524193	2095612-5
HT012982025	2005691-6
HT016017448	2508150-0
HT012982095	2005762-3
HT013524277	2095699-X
HT018543926	2810961-2
HT015595329	2435475-2
HT015595330	2435476-4
HT015595586	2435780-7
HT015595593	2435787-X
HT015595789	2436001-6
HT019142966	2873416-6
HT019142967	2873418-X
HT019142973	2873426-9
HT019142995	2873445-2
HT014540907	2208368-6
HT012983115	2006839-6
HT013733266	2113943-X
HT018546855	2811414-0
HT013830779	2123901-0
HT013830934	2124056-5
HT018555238	2812456-X
HT013831228	2124351-7
HT021776095	3154197-5
HT013831363	2124489-3
HT018555158	2812368-2
HT018555172	2812379-7
HT018207717	2763003-1
HT018555185	2812401-7
HT018555189	2812406-6
HT018555190	2812405-4
HT018207958	2763227-1
HT016196743	2531816-0
HT013783658	2117793-4
HT016196909	2532000-2
HT018553563	2812283-5
HT016320562	2547972-6
HT019017412	2860190-7
HT015603653	2436722-9
HT016320834	2548276-2
HT018548575	2811660-4
HT016017302	2507986-4
HT016017308	2507993-1
HT016017633	2508349-1
HT013524072	2095488-8
HT016853219	2611953-5
HT013524083	2095499-2
HT016893954	2617334-7
HT014578339	2212013-0
HT016894126	2617511-3
HT018391970	2785433-4
HT018551427	2811900-9
HT016910501	2619457-0
HT016910524	2619481-8
HT016910540	2619497-1
HT016187282	2530102-0
HT016187291	2530112-3
HT016187304	2530126-3
HT016187308	2530130-5
HT019147673	2873818-4
HT019147677	2873821-4
HT016187314	2530137-8
HT016187493	2530365-X
HT013475974	2089791-1
HT016187890	2530818-X
HT012982328	2006006-3
HT018634386	2820307-0
HT012982332	2006013-0
HT016188311	2531277-7
HT019148850	2874038-5
HT018671892	2824930-6
HT012982468	2006154-7
HT012982475	2006161-4
HT016893654	2617007-3
HT012982549	2006249-7
HT016321146	2548615-9
HT014162768	2151622-4
HT014162793	2151648-0
HT016893733	2617087-5
HT015594789	2434852-1
HT016017315	2508010-6
HT015595206	2435322-X
HT015595212	2435328-0
HT015595481	2435649-9
HT016017318	2508013-1
HT016853326	2612090-2
HT015595634	2435829-0
HT016017319	2508014-3
HT013523582	2094990-X
HT013523588	2094996-0
HT016196772	2531850-0
HT016197104	2532204-7
HT013523950	2095360-4
HT016017651	2508367-3
HT016017660	2508376-4
HT018208004	2763296-9
HT018553449	2812157-0
HT018553450	2812150-8
HT018553500	2812216-1
HT018394556	2785812-1
HT018204936	2762752-4
HT021708509	3146482-8
HT018206415	2762899-1
HT018206419	2762904-1
HT016187549	2530422-7
HT016853103	2611836-1
HT016893643	2616994-0
HT016187912	2530842-7
HT018207758	2763063-8
HT016853164	2611897-X
HT016893726	2617080-2
HT016894058	2617438-8
HT016894127	2617512-5
HT016894357	2617753-5
HT014578442	2212121-3
HT019204034	2879597-0
HT015595382	2435533-1
HT015595806	2436019-3
HT015595809	2436023-5
HT015595817	2436031-4
HT018210503	2763480-2
HT016320606	2548017-0
HT013523972	2095383-5
HT018639487	2820987-4
HT018639537	2821028-1
HT018552704	2812102-8
HT018552718	2812122-3
HT018964085	2854742-1
HT019125995	2871552-4
HT016942211	2624025-7
HT012981870	2005531-6
HT019126000	2871557-3
HT013733195	2113869-2
HT014263159	2174968-1
HT014263357	2175177-8
HT014160913	2151046-5
HT018634443	2820367-7
HT016853168	2611901-8
HT016894241	2617631-2
HT018636318	2820606-X
HT016853522	2612294-7
HT016017149	2507823-9
HT016017159	2507833-1
HT016894249	2617639-7
HT016017174	2507849-5
HT016017347	2508043-X
HT018637985	2820837-7
HT015594802	2434865-X
HT015595005	2435079-5
HT015595475	2435643-8
HT015595486	2435654-2
HT015595629	2435824-1
HT015595632	2435827-7
HT015595633	2435828-9
HT016196488	2531476-2
HT016196492	2531481-6
HT016894369	2617765-1
HT016196769	2531847-0
HT013523592	2095000-7
HT016196778	2531856-1
HT016196780	2531858-5
HT013523949	2095359-8
HT018207762	2762998-3
HT018553523	2812237-9
HT018553526	2812242-2
HT014263033	2174836-6
HT014263038	2174841-X
HT016941892	2623687-4
HT016942146	2623956-5
HT016942568	2624413-5
HT016942571	2624416-0
HT016942681	2624534-6
HT014162983	2151849-X
HT018392036	2785504-1
HT016187331	2530156-1
HT021708493	3146480-4
HT016320862	2548320-1
HT021708515	3146485-3
HT016187544	2530417-3
HT016187546	2530419-7
HT016187903	2530832-4
HT013426349	2085749-4
HT013426354	2085754-8
HT013426441	2085841-3
HT014263179	2174988-7
HT014263191	2175000-2
HT014263372	2175192-4
HT018211850	2763572-7
HT015595019	2435096-5
HT018961404	2854358-0
HT018961528	2854397-X
HT018961548	2854404-3
HT013733625	2114310-9
HT013733629	2114314-6
HT019143024	2873457-9
HT015603341	2436317-0
HT015603366	2436342-X
HT018634417	2820340-9
HT015603377	2436355-8
HT015603387	2436366-2
HT015603409	2436389-3
HT016941998	2623802-0
HT015603432	2436418-6
HT018204956	2762831-0
HT016942469	2624310-6
HT018394114	2785724-4
HT016017538	2508248-6
HT015594776	2434838-7
HT015594786	2434849-1
HT015594797	2434860-0
HT015595419	2435576-8
HT015595485	2435653-0
HT015595078	2435191-X
HT016196500	2531489-0
HT015595661	2435858-7
HT018207981	2763273-8
HT015595831	2436047-8
HT018207984	2763265-9
HT018207995	2763275-1
HT012982689	2006393-3
HT012982771	2006478-0
HT018553458	2812139-9
HT018553504	2812221-5
HT018553508	2812229-X
HT013644126	283109-0
HT016196934	2532025-7
HT018391990	2785464-4
HT016017331	2508026-X
HT016017559	2508269-3
HT016017669	2508385-5
HT018393042	2785541-7
HT013426434	2085834-6
HT013426443	2085843-7
HT016187904	2530833-6
HT016893806	2617161-2
HT016187361	2530186-X
HT016187784	2530681-9
HT016853381	2612148-7
HT016893962	2617342-6
HT019204032	2879585-4
HT019204044	2879607-X
HT016017127	2507785-5
HT018634400	2820325-2
HT018634405	2820329-X
HT015595810	2436024-7
HT015595970	2436193-8
HT013733276	2113954-4
HT015603485	2436476-9
HT015603180	2437218-3
HT016187344	2530169-X
HT018636320	2820621-6
HT016187768	2530663-7
HT015603205	2436462-9
HT015603209	2436546-4
HT013475907	2089718-2
HT016187929	2530860-9
HT018633788	2820188-7
HT015603260	2436231-1
HT016017224	2507902-5
HT016017612	2508326-0
HT018634359	2820281-8
HT018634362	2820290-9
HT015603296	2436269-4
HT018211764	2763502-8
HT013830899	2124021-8
HT015603339	2436315-7
HT018211771	2763512-0
HT015603392	2436372-8
HT018211795	2763535-1
HT013831344	2124468-6
HT018211863	2763573-9
HT018211877	2763626-4
HT013783735	2117870-7
HT018636399	2820689-7
HT018211923	2763649-5
HT013784064	2118203-6
HT013784071	2118210-3
HT018211929	2763659-8
HT014262657	2174441-5
HT014262746	2174535-3
HT014262752	2174541-9
HT014263016	2174818-4
HT014263157	2174965-6
HT014263169	2174978-4
HT014263358	2175178-X
HT014263364	2175184-5
HT015595227	2435344-9
HT014160808	2150929-3
HT015595432	2435591-4
HT018961307	2854335-X
HT015595494	2435663-3
HT018961313	2854340-3
HT018393391	2785590-9
HT018961316	2854346-4
HT016853056	2611787-3
HT015595505	2435677-3
HT018393402	2785611-2
HT015595826	2436042-9
HT016893661	2617014-0
HT016853170	2611903-1
HT016853227	2611961-4
HT016853329	2612093-8
HT016853332	2612096-3
HT018961525	2854392-0
HT018961532	2854379-8
HT018214790	2763774-8
HT018961535	2854383-X
HT018961537	2854381-6
HT018961546	2854389-0
HT016321104	2548571-4
HT018961550	2854401-8
HT018204902	2762721-4
HT016017070	2507728-4
HT016017079	2507737-5
HT016017234	2507912-8
HT016017473	2508177-9
HT016017479	2508183-4
HT015603347	2436323-6
HT018207716	2762984-3
HT015603390	2436370-4
HT019126222	2871641-3
HT015603414	2436397-2
HT015603405	2436385-6
HT015603541	2436602-X
HT015603557	2436618-3
HT015603582	2436645-6
HT019140969	2873203-0
HT019140970	2873204-2
HT014262757	2174547-X
HT012982279	2005952-8
HT015595498	2435668-2
HT018553415	2812164-8
HT018553424	2812156-9
HT015595856	2436072-7
HT018553551	2812275-6
HT018964215	2854773-1
HT016941879	2623673-4
HT015595862	2436078-8
HT016017095	2507753-3
HT016017257	2507937-2
HT016017267	2507949-9
HT016196508	2531498-1
HT015594708	2435133-7
HT013830776	2123898-4
HT013831222	2124345-1
HT013783743	2117878-1
HT015594996	2435068-0
HT015595162	2435276-7
HT013784221	2118363-6
HT018964872	2854788-3
HT015595413	2435570-7
HT018964875	2854791-3
HT015595933	2436155-0
HT012982274	2005947-4
HT012982325	2006002-6
HT013524115	2095531-5
HT012982544	2006244-8
HT012982672	2006375-1
HT013733265	2113942-8
HT012982761	2006468-8
HT012982843	2006554-1
HT012982845	2006556-5
HT012983057	2006777-X
HT016320610	2548021-2
HT016320611	2548022-4
HT016320858	2548316-X
HT019126054	2871579-2
HT018211849	2763609-4
HT016196762	2531839-1
HT016196925	2532016-6
HT016853046	2611777-0
HT018552698	2812096-6
HT016853049	2611780-0
HT018552719	2812123-5
HT018552723	2812116-8
HT016893625	2616974-5
HT016893637	2616988-5
HT016893888	2617261-6
HT016853314	2612076-8
HT016893891	2617264-1
HT018393428	2785630-6
HT018393434	2785643-4
HT016894225	2617615-4
HT015594750	2435427-2
HT015594757	2435639-6
HT015594762	2435437-5
HT015595002	2435076-X
HT018634437	2820355-0
HT015595012	2435089-8
HT015595180	2435295-0
HT018634439	2820361-6
HT015595416	2435573-2
HT015595938	2436161-6
HT018634445	2820366-5
HT016941854	2623648-5
HT016941858	2623652-7
HT016941989	2623793-3
HT016941993	2623797-0
HT016188332	2531299-6
HT016188333	2531300-9
HT016188337	2531304-6
HT016188338	2531305-8
HT016942544	2624389-1
HT016942552	2624397-0
HT016942557	2624402-0
HT012930678	2040691-5
HT012828723	2004988-2
HT012981857	2005517-1
HT012981861	2005521-3
HT018553539	2812257-4
HT012981965	2005629-1
HT016942677	2624530-9
HT018206418	2762903-X
HT016196926	2532017-8
HT016197118	2532218-7
HT016320383	2547787-0
HT016320387	2547792-4
HT016320392	2547797-3
HT016320618	2548029-7
HT012981645	2005295-9
HT014262763	2174553-5
HT014262768	2174558-4
HT014262773	2174563-8
HT015594913	2434980-X
HT015595031	2435143-X
HT018639573	2821067-0
HT012982209	2005879-2
HT015595050	2435163-5
HT018207770	2763076-6
HT016941887	2623682-5
HT016942022	2623827-5
HT016004603	2505886-1
HT016004615	2505898-8
HT015716265	2461369-1
HT013426167	2085567-9
HT015595812	2436026-0
HT013426364	2085764-0
TT002654773	2489574-X
HT013426460	2085860-7
HT016942572	2624417-2
HT019126259	2871685-1
HT019126260	2871686-3
HT019126261	2871689-9
HT019126262	2871690-5
HT013524096	2095512-1
HT013524187	2095605-8
HT018639501	2820989-8
HT019204048	2879600-7
HT015833474	2477462-5
HT015595642	2435839-3
HT015833727	2477846-1
HT014263184	2174993-0
HT014263208	2175017-8
HT014263373	2175193-6
HT014160823	2150947-5
HT016187332	2530157-3
HT019125900	2871476-3
HT015603230	2436802-7
HT015603242	2436213-X
HT016188353	2531324-1
HT013733300	2113980-5
HT015603294	2436267-0
HT015603299	2436272-4
HT015603314	2436289-X
HT015603331	2436307-8
HT013733634	2114319-5
HT018391588	2785411-5
HT015603448	2436434-4
HT018391596	2785419-X
HT018640473	2821099-2
HT015595372	2435521-5
HT015595434	2435593-8
HT015595497	2435666-9
HT016009041	2507267-5
HT018961402	2854360-9
HT016853427	2612197-9
HT014262784	2174574-2
HT018552640	2812067-X
HT016196346	2531705-2
HT014263046	2174849-4
HT016894387	2617784-5
HT018961536	2854376-2
HT014263051	2174854-8
HT018961539	2854374-9
HT018552648	2812078-4
HT018961555	2854412-2
HT015603447	2436433-2
HT015603451	2436437-X
HT016187939	2530870-1
HT016196351	2531707-6
HT018393458	2785666-5
HT018393472	2785681-1
HT016010571	2506600-6
HT016010578	2506608-0
HT016010582	2506612-2
HT016010584	2506614-6
HT016010606	2506636-5
HT016109998	2520691-6
HT016110148	2520846-9
HT015595039	2435151-9
HT015595058	2435171-4
HT016110428	2521150-X
HT016110434	2521156-0
HT016110451	2521173-0
HT016110595	2521335-0
HT016110723	2521466-4
HT016110733	2521476-7
HT015595978	2436202-5
HT016110945	2521700-8
HT013426283	2085683-0
HT013524092	2095508-X
HT018213459	2763702-5
HT013524094	2095510-8
HT016004054	2505167-2
HT016004180	2505365-6
HT016893824	2617180-6
HT016004604	2505887-3
HT016004625	2505908-7
HT016004818	2506114-8
HT016893829	2617185-5
HT016004839	2506136-7
HT013524212	2095633-2
HT013524248	2095669-1
HT016894062	2617442-X
HT013524276	2095698-8
TT002654779	2471052-0
HT016894070	2617450-9
HT016894252	2617642-7
HT013426463	2085863-2
HT014262676	2174462-2
HT014262774	2174564-X
HT016894376	2617772-9
HT016894382	2617778-X
HT016894388	2617785-7
HT016196396	2531918-8
HT019126201	2871639-5
HT016196405	2531790-8
HT016196528	2531519-5
HT016755674	2599502-9
HT016196648	2531683-7
HT015833479	2477467-4
HT015833481	2477469-8
HT015833899	2478066-2
HT015833916	2478083-2
HT016187922	2530853-1
HT018965693	2854838-3
HT018965708	2854844-9
HT018965709	2854845-0
HT018965719	2854849-8
HT019149448	2874062-2
HT016941900	2623695-3
HT016941901	2623696-5
HT016942024	2623829-9
HT018640411	2821078-5
HT014262796	2174586-9
HT014262928	2174723-4
HT014262932	2174727-1
HT014262937	2174732-5
HT014262940	2174735-0
HT014263054	2174857-3
HT018955966	2853965-5
HT013523902	2095312-4
HT013523903	2095313-6
HT019125952	2871515-9
HT012982774	2006481-0
HT012982864	2006576-0
HT016010258	2506207-4
HT018393440	2785648-3
HT018393443	2785657-4
HT012982978	2006692-2
HT018393446	2785652-5
HT016010387	2506355-8
HT016010391	2506359-5
HT016010392	2506360-1
HT016010573	2506602-X
HT016010595	2506625-0
HT016010615	2506646-8
HT016110001	2520694-1
HT016110133	2520831-7
HT016011018	2507126-9
HT016110157	2520855-X
HT018213290	2763673-2
HT016110417	2521139-0
HT016110430	2521152-3
HT016110821	2521565-6
HT016893811	2617167-3
HT018204951	2762769-X
HT018553456	2812149-1
HT018553464	2812179-X
HT018553544	2812263-X
HT018553555	2812273-2
HT015594780	2434842-9
HT015594794	2434857-0
HT015594796	2434859-4
HT015595201	2435316-4
HT016196494	2531483-X
HT013523586	2094994-7
HT016196767	2531844-5
HT014263329	2175148-1
HT016320384	2547788-2
HT016320880	2548339-0
HT016320882	2548341-9
HT016320900	2548359-6
HT016321170	2548119-8
HT018639494	2820966-7
HT021708491	3146477-4
HT018639497	2820967-9
HT018639510	2821003-7
HT018639565	2821059-1
HT016942011	2623816-0
HT019125994	2871553-6
HT012982056	2005722-2
HT016942215	2624041-5
HT016942473	2624314-3
HT013426156	2085556-4
HT013426161	2085561-8
HT014263371	2175191-2
HT014160819	2150943-8
HT016197155	2532255-2
HT014160929	2151062-3
HT019126234	2871658-9
HT013426450	2085850-4
HT018552629	2812057-7
HT018551670	2812047-4
HT018631014	2820033-0
HT018631017	2820035-4
HT013733399	2114079-0
HT016187382	2530210-3
HT019126269	2871698-X
HT016187564	2530438-0
HT016187570	2530444-6
HT016853388	2612155-4
HT016853390	2612158-X
HT016187943	2530874-9
HT016188355	2531326-5
HT016188360	2531331-9
HT016894373	2617769-9
HT014262790	2174580-8
HT014262910	2174705-2
HT016894379	2617775-4
HT018634462	2820384-7
HT018634478	2820401-3
HT014160675	2150791-0
HT016320626	2548038-8
HT018553560	2812278-1
HT018553561	2812280-X
HT018553575	2812292-6
HT018553576	2812294-X
HT014162583	2151427-6
HT016320881	2548340-7
HT016320908	2548368-7
HT018639500	2820992-8
HT014262665	2174451-8
HT014262795	2174585-7
HT018207774	2763026-2
HT014263069	2174872-X
HT014263210	2175019-1
HT019125905	2871480-5
HT019125907	2871471-4
HT016196391	2531797-0
HT016196524	2531515-8
HT014263223	2175032-4
HT016196533	2531527-4
HT016196538	2531546-8
HT016941863	2623657-6
HT016755675	2599503-0
HT016755682	2599489-X
HT016942015	2623820-2
HT012982063	2005729-5
HT014162675	2151523-2
HT012982067	2005733-7
HT014262887	2174679-5
HT013426268	2085668-4
HT013426452	2085852-8
HT019139254	2873047-1
HT018552632	2812063-2
HT015603256	2436227-X
HT015603282	2436255-4
HT015603343	2436319-4
HT015603346	2436322-4
HT015603356	2436332-7
HT015603375	2436353-4
